id_factura,id_producto,cantidad,precio_unitario
6419,2,1,350.00
6419,2,2,350.00
6420,7,2,8.00
6420,12,1,130.00
6420,7,2,8.00
6420,2,1,350.00
6421,5,2,2.50
6421,7,2,8.00
6421,2,1,350.00
6422,4,1,25.00
6422,2,1,350.00
6423,4,2,25.00
6423,7,2,8.00
6423,7,1,8.00
6423,7,1,8.00
6424,12,2,130.00
6424,6,1,3.00
6425,3,2,100.00
6426,1,3,250.00
6426,10,2,125.00
6427,1,3,250.00
6428,7,2,8.00
6428,3,1,100.00
6428,3,2,100.00
6429,6,1,3.00
6430,3,1,100.00
6430,11,3,120.00
6430,7,3,8.00
6431,4,3,25.00
6431,1,2,250.00
6431,3,1,100.00
6432,6,1,3.00
6433,12,3,130.00
6433,4,1,25.00
6433,12,3,130.00
6433,11,1,120.00
6434,4,2,25.00
6434,10,2,125.00
6434,1,3,250.00
6435,2,2,350.00
6435,3,2,100.00
6435,3,1,100.00
6436,1,2,250.00
6436,10,1,125.00
6436,9,2,180.00
6437,1,3,250.00
6437,8,1,225.00
6437,4,3,25.00
6437,7,2,8.00
6438,1,2,250.00
6438,12,1,130.00
6438,3,3,100.00
6438,6,3,3.00
6439,7,1,8.00
6439,10,1,125.00
6440,1,2,250.00
6440,7,1,8.00
6440,8,3,225.00
6441,2,3,350.00
6441,2,1,350.00
6441,4,2,25.00
6441,1,3,250.00
6442,12,2,130.00
6442,11,1,120.00
6443,1,1,250.00
6443,5,1,2.50
6444,2,2,350.00
6444,5,3,2.50
6445,2,2,350.00
6446,11,1,120.00
6446,1,1,250.00
6446,3,1,100.00
6446,9,2,180.00
6447,5,2,2.50
6447,5,3,2.50
6447,3,2,100.00
6448,3,3,100.00
6449,8,3,225.00
6450,4,1,25.00
6450,12,3,130.00
6451,6,3,3.00
6451,3,1,100.00
6451,2,1,350.00
6452,5,2,2.50
6452,6,2,3.00
6452,10,2,125.00
6453,3,1,100.00
6453,2,3,350.00
6454,12,1,130.00
6454,12,1,130.00
6454,5,2,2.50
6454,8,1,225.00
6455,6,1,3.00
6455,6,3,3.00
6455,11,2,120.00
6456,6,2,3.00
6456,12,3,130.00
6456,10,2,125.00
6457,11,2,120.00
6457,3,2,100.00
6457,7,1,8.00
6457,12,3,130.00
6458,7,2,8.00
6458,11,2,120.00
6458,11,2,120.00
6458,5,1,2.50
6459,1,3,250.00
6460,4,1,25.00
6461,6,1,3.00
6461,1,2,250.00
6462,10,2,125.00
6462,1,3,250.00
6462,8,2,225.00
6463,4,3,25.00
6464,9,3,180.00
6465,5,3,2.50
6465,9,3,180.00
6466,11,1,120.00
6467,10,2,125.00
6467,3,2,100.00
6467,8,2,225.00
6467,6,2,3.00
6468,11,1,120.00
6469,8,2,225.00
6470,8,3,225.00
6470,2,2,350.00
6470,3,1,100.00
6471,1,2,250.00
6472,6,1,3.00
6472,3,2,100.00
6472,7,1,8.00
6473,8,2,225.00
6473,3,3,100.00
6473,9,3,180.00
6473,8,2,225.00
6474,8,3,225.00
6474,5,3,2.50
6474,2,3,350.00
6475,4,3,25.00
6476,11,1,120.00
6476,9,1,180.00
6476,5,2,2.50
6477,8,1,225.00
6477,4,3,25.00
6478,6,1,3.00
6478,10,1,125.00
6478,12,3,130.00
6479,8,3,225.00
6479,7,3,8.00
6479,4,3,25.00
6480,2,2,350.00
6481,2,2,350.00
6481,7,2,8.00
6481,11,1,120.00
6481,7,1,8.00
6482,5,1,2.50
6482,9,2,180.00
6483,3,1,100.00
6484,11,1,120.00
6484,9,1,180.00
6484,5,3,2.50
6485,7,1,8.00
6485,12,1,130.00
6485,5,2,2.50
6486,9,1,180.00
6486,11,2,120.00
6487,8,2,225.00
6487,8,1,225.00
6487,4,2,25.00
6488,6,3,3.00
6489,12,2,130.00
6490,8,3,225.00
6490,7,2,8.00
6490,4,3,25.00
6491,6,2,3.00
6491,8,3,225.00
6491,5,1,2.50
6492,12,1,130.00
6492,7,2,8.00
6492,4,3,25.00
6492,3,2,100.00
6493,3,2,100.00
6493,10,1,125.00
6493,1,1,250.00
6494,9,1,180.00
6494,3,3,100.00
6494,6,2,3.00
6495,6,2,3.00
6496,6,3,3.00
6496,2,1,350.00
6496,2,3,350.00
6496,3,1,100.00
6497,11,3,120.00
6497,6,3,3.00
6498,12,1,130.00
6498,11,2,120.00
6498,10,1,125.00
6499,9,1,180.00
6499,6,2,3.00
6499,1,2,250.00
6499,5,2,2.50
6500,5,2,2.50
6500,11,1,120.00
6500,4,2,25.00
6501,12,1,130.00
6501,7,1,8.00
6501,1,1,250.00
6501,11,2,120.00
6502,12,1,130.00
6502,7,2,8.00
6502,10,1,125.00
6503,10,3,125.00
6503,12,1,130.00
6503,9,3,180.00
6503,11,2,120.00
6504,7,3,8.00
6504,10,2,125.00
6504,6,3,3.00
6504,5,1,2.50
6505,5,3,2.50
6505,2,3,350.00
6505,12,3,130.00
6506,6,1,3.00
6507,10,2,125.00
6507,10,3,125.00
6507,10,3,125.00
6508,11,1,120.00
6508,2,2,350.00
6508,4,1,25.00
6509,12,3,130.00
6510,3,1,100.00
6511,7,3,8.00
6512,4,3,25.00
6512,8,3,225.00
6513,12,1,130.00
6513,4,3,25.00
6513,5,3,2.50
6514,3,3,100.00
6515,9,3,180.00
6516,6,3,3.00
6516,1,1,250.00
6517,9,3,180.00
6518,5,3,2.50
6518,11,2,120.00
6518,3,1,100.00
6518,5,1,2.50
6519,11,1,120.00
6520,4,1,25.00
6520,9,1,180.00
6521,8,2,225.00
6521,4,1,25.00
6521,7,3,8.00
6521,10,3,125.00
6522,12,2,130.00
6523,6,3,3.00
6523,3,1,100.00
6523,7,1,8.00
6524,1,2,250.00
6524,6,1,3.00
6524,1,1,250.00
6524,12,3,130.00
6525,1,2,250.00
6525,1,3,250.00
6525,7,2,8.00
6525,9,2,180.00
6526,4,3,25.00
6526,1,3,250.00
6527,4,3,25.00
6527,4,3,25.00
6528,7,3,8.00
6528,6,3,3.00
6528,11,2,120.00
6529,8,2,225.00
6530,6,1,3.00
6530,10,3,125.00
6531,4,3,25.00
6531,8,2,225.00
6531,8,3,225.00
6531,12,3,130.00
6532,8,3,225.00
6533,2,1,350.00
6533,7,2,8.00
6534,7,1,8.00
6534,2,2,350.00
6534,6,2,3.00
6534,4,3,25.00
6535,1,1,250.00
6536,3,1,100.00
6536,12,2,130.00
6536,5,1,2.50
6537,1,1,250.00
6537,7,2,8.00
6538,5,1,2.50
6538,2,3,350.00
6538,6,2,3.00
6538,5,2,2.50
6539,1,3,250.00
6539,5,2,2.50
6540,10,1,125.00
6540,6,3,3.00
6541,3,2,100.00
6541,11,2,120.00
6541,4,3,25.00
6542,12,3,130.00
6542,5,2,2.50
6543,9,2,180.00
6543,9,2,180.00
6544,9,2,180.00
6544,7,3,8.00
6545,2,2,350.00
6545,4,1,25.00
6545,5,2,2.50
6545,5,1,2.50
6546,1,3,250.00
6546,12,2,130.00
6546,12,3,130.00
6546,8,1,225.00
6547,2,2,350.00
6547,12,2,130.00
6547,5,1,2.50
6548,7,3,8.00
6548,4,1,25.00
6549,4,1,25.00
6549,10,3,125.00
6549,8,1,225.00
6550,1,3,250.00
6550,4,1,25.00
6551,10,3,125.00
6551,2,2,350.00
6551,8,1,225.00
6552,8,3,225.00
6552,4,3,25.00
6552,7,3,8.00
6553,12,1,130.00
6553,6,3,3.00
6553,9,1,180.00
6554,10,3,125.00
6555,9,1,180.00
6555,1,2,250.00
6555,6,2,3.00
6556,5,3,2.50
6557,6,2,3.00
6557,8,1,225.00
6557,8,3,225.00
6557,8,2,225.00
6558,6,3,3.00
6558,10,1,125.00
6559,1,1,250.00
6559,5,3,2.50
6559,8,3,225.00
6560,7,3,8.00
6560,6,2,3.00
6560,7,1,8.00
6561,9,3,180.00
6561,11,3,120.00
6561,10,1,125.00
6561,1,1,250.00
6562,2,2,350.00
6562,10,2,125.00
6562,9,1,180.00
6563,6,1,3.00
6563,12,2,130.00
6563,8,1,225.00
6563,8,2,225.00
6564,10,1,125.00
6564,11,2,120.00
6564,4,2,25.00
6565,4,3,25.00
6565,4,3,25.00
6565,1,2,250.00
6566,3,1,100.00
6566,6,3,3.00
6566,2,1,350.00
6567,3,1,100.00
6567,6,1,3.00
6567,3,3,100.00
6567,5,2,2.50
6568,10,3,125.00
6568,4,3,25.00
6568,3,3,100.00
6569,12,3,130.00
6570,11,2,120.00
6570,11,1,120.00
6570,9,3,180.00
6570,4,3,25.00
6571,9,2,180.00
6571,12,3,130.00
6572,2,2,350.00
6572,2,3,350.00
6572,11,3,120.00
6572,5,2,2.50
6573,6,3,3.00
6574,6,3,3.00
6574,12,2,130.00
6575,8,1,225.00
6576,4,3,25.00
6576,8,3,225.00
6576,4,3,25.00
6577,4,3,25.00
6577,12,2,130.00
6577,7,3,8.00
6578,10,2,125.00
6578,2,2,350.00
6579,6,2,3.00
6579,4,1,25.00
6580,10,1,125.00
6580,5,3,2.50
6581,2,2,350.00
6582,12,1,130.00
6582,12,2,130.00
6583,3,3,100.00
6583,5,1,2.50
6583,4,1,25.00
6583,3,1,100.00
6584,11,1,120.00
6584,4,3,25.00
6585,9,2,180.00
6586,9,2,180.00
6587,7,1,8.00
6587,9,2,180.00
6587,12,1,130.00
6587,12,2,130.00
6588,8,1,225.00
6589,2,3,350.00
6589,9,3,180.00
6589,2,3,350.00
6590,4,3,25.00
6590,5,2,2.50
6590,7,1,8.00
6590,8,3,225.00
6591,11,3,120.00
6591,12,2,130.00
6592,6,2,3.00
6592,12,3,130.00
6593,7,2,8.00
6593,7,1,8.00
6593,9,2,180.00
6594,4,3,25.00
6594,6,2,3.00
6594,9,1,180.00
6595,12,1,130.00
6595,3,3,100.00
6595,11,1,120.00
6596,2,3,350.00
6596,8,3,225.00
6597,1,2,250.00
6597,11,1,120.00
6597,11,2,120.00
6597,9,1,180.00
6598,6,2,3.00
6598,10,3,125.00
6599,1,3,250.00
6599,2,1,350.00
6599,1,1,250.00
6600,2,2,350.00
6601,10,2,125.00
6601,9,2,180.00
6601,2,1,350.00
6602,9,1,180.00
6602,3,1,100.00
6602,8,1,225.00
6603,1,3,250.00
6603,10,2,125.00
6604,1,2,250.00
6604,7,2,8.00
6605,10,1,125.00
6606,12,1,130.00
6607,1,3,250.00
6607,5,3,2.50
6607,5,2,2.50
6607,7,3,8.00
6608,10,2,125.00
6608,9,3,180.00
6609,8,3,225.00
6609,6,1,3.00
6610,3,2,100.00
6610,1,2,250.00
6610,3,2,100.00
6610,5,3,2.50
6611,1,3,250.00
6611,9,3,180.00
6611,12,1,130.00
6611,3,1,100.00
6612,9,2,180.00
6612,8,1,225.00
6612,6,2,3.00
6613,9,1,180.00
6613,7,2,8.00
6613,1,3,250.00
6614,3,2,100.00
6614,9,2,180.00
6614,7,3,8.00
6615,5,2,2.50
6615,3,2,100.00
6615,2,2,350.00
6616,1,2,250.00
6616,8,2,225.00
6616,6,2,3.00
6616,12,3,130.00
6617,1,1,250.00
6617,8,1,225.00
6617,2,3,350.00
6617,1,3,250.00
6618,10,1,125.00
6619,2,2,350.00
6619,8,3,225.00
6619,11,2,120.00
6620,4,3,25.00
6621,11,3,120.00
6621,6,2,3.00
6622,7,2,8.00
6623,1,1,250.00
6623,5,1,2.50
6624,12,1,130.00
6624,8,2,225.00
6624,2,1,350.00
6625,1,2,250.00
6625,8,3,225.00
6626,6,1,3.00
6627,3,1,100.00
6627,5,3,2.50
6627,10,2,125.00
6628,11,3,120.00
6628,10,3,125.00
6628,9,2,180.00
6628,5,1,2.50
6629,10,3,125.00
6630,8,3,225.00
6630,8,2,225.00
6631,11,1,120.00
6631,3,1,100.00
6631,3,3,100.00
6631,8,3,225.00
6632,9,1,180.00
6632,9,3,180.00
6633,2,1,350.00
6633,1,2,250.00
6634,3,2,100.00
6635,4,2,25.00
6635,7,2,8.00
6635,5,3,2.50
6636,6,1,3.00
6636,12,3,130.00
6637,5,3,2.50
6637,5,1,2.50
6638,7,2,8.00
6638,8,1,225.00
6638,5,2,2.50
6639,12,1,130.00
6639,9,3,180.00
6640,1,3,250.00
6640,5,3,2.50
6640,10,2,125.00
6640,2,1,350.00
6641,4,2,25.00
6641,8,1,225.00
6641,11,1,120.00
6641,11,1,120.00
6642,2,2,350.00
6642,1,2,250.00
6643,7,3,8.00
6643,1,3,250.00
6643,4,1,25.00
6643,3,3,100.00
6644,6,2,3.00
6644,2,3,350.00
6644,2,3,350.00
6645,8,1,225.00
6645,6,1,3.00
6645,8,1,225.00
6645,5,2,2.50
6646,4,3,25.00
6646,12,2,130.00
6646,2,2,350.00
6647,7,2,8.00
6647,8,2,225.00
6648,5,3,2.50
6648,10,3,125.00
6648,2,3,350.00
6648,6,1,3.00
6649,12,1,130.00
6649,8,2,225.00
6649,9,2,180.00
6649,7,1,8.00
6650,3,1,100.00
6650,4,3,25.00
6651,1,3,250.00
6651,4,2,25.00
6651,9,2,180.00
6651,2,2,350.00
6652,5,3,2.50
6652,4,2,25.00
6653,3,2,100.00
6653,11,3,120.00
6653,6,2,3.00
6653,2,2,350.00
6654,8,3,225.00
6654,1,1,250.00
6654,8,2,225.00
6654,6,2,3.00
6655,12,1,130.00
6655,11,3,120.00
6655,12,2,130.00
6655,8,1,225.00
6656,7,2,8.00
6657,9,3,180.00
6657,10,2,125.00
6658,3,2,100.00
6658,8,3,225.00
6658,7,3,8.00
6659,6,2,3.00
6659,3,1,100.00
6659,6,2,3.00
6659,11,2,120.00
6660,2,2,350.00
6660,12,3,130.00
6661,12,1,130.00
6662,10,3,125.00
6663,1,2,250.00
6663,9,3,180.00
6663,2,2,350.00
6664,12,1,130.00
6664,1,1,250.00
6665,7,2,8.00
6665,10,2,125.00
6666,4,3,25.00
6667,5,3,2.50
6667,2,2,350.00
6668,9,3,180.00
6668,8,1,225.00
6669,5,3,2.50
6670,7,3,8.00
6670,3,1,100.00
6670,2,2,350.00
6671,1,1,250.00
6671,10,2,125.00
6671,8,2,225.00
6672,9,2,180.00
6672,3,2,100.00
6673,7,1,8.00
6673,1,1,250.00
6673,11,3,120.00
6673,3,1,100.00
6674,4,3,25.00
6675,4,2,25.00
6675,7,3,8.00
6675,2,3,350.00
6676,5,2,2.50
6676,9,2,180.00
6677,5,2,2.50
6677,5,1,2.50
6677,9,3,180.00
6678,5,3,2.50
6678,7,1,8.00
6679,11,1,120.00
6679,3,1,100.00
6679,5,1,2.50
6680,4,1,25.00
6680,1,1,250.00
6680,1,1,250.00
6681,2,2,350.00
6682,1,3,250.00
6682,4,3,25.00
6683,11,1,120.00
6683,1,3,250.00
6683,11,1,120.00
6684,3,2,100.00
6684,8,3,225.00
6684,8,2,225.00
6684,6,1,3.00
6685,10,3,125.00
6685,7,3,8.00
6685,5,2,2.50
6685,12,1,130.00
6686,3,2,100.00
6686,1,1,250.00
6686,10,1,125.00
6687,2,2,350.00
6687,4,2,25.00
6687,9,2,180.00
6687,7,1,8.00
6688,9,3,180.00
6689,10,1,125.00
6689,11,2,120.00
6689,2,1,350.00
6690,8,2,225.00
6690,2,3,350.00
6691,5,1,2.50
6691,1,3,250.00
6691,6,3,3.00
6691,10,1,125.00
6692,8,3,225.00
6692,8,3,225.00
6692,9,2,180.00
6692,7,3,8.00
6693,11,2,120.00
6694,4,2,25.00
6695,1,2,250.00
6695,2,3,350.00
6696,9,1,180.00
6696,10,3,125.00
6697,3,1,100.00
6697,3,3,100.00
6697,5,1,2.50
6697,3,3,100.00
6698,4,3,25.00
6698,8,3,225.00
6698,4,1,25.00
6699,4,1,25.00
6699,1,3,250.00
6699,4,2,25.00
6700,3,3,100.00
6700,8,1,225.00
6700,9,1,180.00
6701,5,3,2.50
6702,1,3,250.00
6702,10,2,125.00
6702,10,1,125.00
6703,10,1,125.00
6703,5,2,2.50
6703,12,3,130.00
6704,4,1,25.00
6704,1,1,250.00
6705,3,3,100.00
6705,8,2,225.00
6705,3,2,100.00
6706,11,1,120.00
6706,4,1,25.00
6706,6,2,3.00
6707,6,3,3.00
6707,1,2,250.00
6707,9,3,180.00
6707,4,1,25.00
6708,6,2,3.00
6709,2,2,350.00
6709,8,2,225.00
6710,10,2,125.00
6710,12,3,130.00
6710,8,2,225.00
6710,3,3,100.00
6711,5,2,2.50
6711,8,2,225.00
6711,10,3,125.00
6712,9,2,180.00
6712,11,3,120.00
6713,12,1,130.00
6713,9,3,180.00
6713,5,1,2.50
6713,3,2,100.00
6714,9,3,180.00
6714,3,2,100.00
6715,12,1,130.00
6716,12,3,130.00
6717,12,3,130.00
6717,12,1,130.00
6717,4,2,25.00
6718,5,2,2.50
6718,12,1,130.00
6719,7,1,8.00
6719,9,3,180.00
6719,9,1,180.00
6719,7,3,8.00
6720,6,1,3.00
6721,12,2,130.00
6721,2,1,350.00
6722,9,3,180.00
6722,5,2,2.50
6723,3,3,100.00
6723,10,1,125.00
6724,11,2,120.00
6724,9,3,180.00
6724,5,2,2.50
6724,9,2,180.00
6725,2,1,350.00
6725,4,1,25.00
6725,6,2,3.00
6726,11,2,120.00
6726,5,1,2.50
6727,5,3,2.50
6727,3,1,100.00
6727,12,1,130.00
6728,9,1,180.00
6728,6,2,3.00
6729,12,3,130.00
6729,6,1,3.00
6729,5,2,2.50
6730,7,1,8.00
6730,10,3,125.00
6730,2,2,350.00
6731,6,2,3.00
6731,6,1,3.00
6731,3,2,100.00
6732,4,2,25.00
6732,1,1,250.00
6733,9,3,180.00
6734,10,3,125.00
6734,9,1,180.00
6734,4,2,25.00
6734,6,3,3.00
6735,5,2,2.50
6735,7,2,8.00
6735,6,1,3.00
6735,3,3,100.00
6736,10,3,125.00
6736,10,1,125.00
6737,11,1,120.00
6737,5,3,2.50
6738,5,1,2.50
6738,2,2,350.00
6738,10,3,125.00
6739,4,3,25.00
6740,6,1,3.00
6740,7,1,8.00
6740,6,1,3.00
6741,12,1,130.00
6741,12,1,130.00
6742,6,3,3.00
6742,11,3,120.00
6742,12,1,130.00
6743,4,2,25.00
6744,1,3,250.00
6744,4,1,25.00
6744,4,1,25.00
6745,2,2,350.00
6746,1,2,250.00
6747,10,3,125.00
6748,10,3,125.00
6748,11,3,120.00
6749,9,1,180.00
6749,2,3,350.00
6750,8,3,225.00
6750,2,2,350.00
6750,3,1,100.00
6751,12,1,130.00
6751,9,3,180.00
6751,2,1,350.00
6751,3,1,100.00
6752,12,1,130.00
6752,1,1,250.00
6753,7,3,8.00
6753,1,3,250.00
6753,1,1,250.00
6754,12,2,130.00
6755,11,1,120.00
6755,9,2,180.00
6756,1,2,250.00
6756,6,3,3.00
6757,10,1,125.00
6757,1,2,250.00
6758,1,3,250.00
6758,1,2,250.00
6758,12,3,130.00
6758,7,2,8.00
6759,12,1,130.00
6759,12,2,130.00
6760,4,1,25.00
6761,6,1,3.00
6761,6,2,3.00
6762,7,2,8.00
6762,5,3,2.50
6762,1,3,250.00
6762,10,3,125.00
6763,9,3,180.00
6763,4,1,25.00
6763,6,3,3.00
6763,2,1,350.00
6764,4,2,25.00
6764,9,1,180.00
6764,3,2,100.00
6764,5,3,2.50
6765,7,1,8.00
6765,7,2,8.00
6766,9,3,180.00
6766,7,1,8.00
6767,4,3,25.00
6767,10,3,125.00
6767,6,2,3.00
6767,12,2,130.00
6768,1,3,250.00
6768,10,1,125.00
6768,8,2,225.00
6768,11,3,120.00
6769,6,2,3.00
6769,9,3,180.00
6769,1,1,250.00
6769,11,1,120.00
6770,10,1,125.00
6770,4,2,25.00
6770,1,1,250.00
6771,7,3,8.00
6771,4,3,25.00
6771,11,2,120.00
6772,4,2,25.00
6772,8,1,225.00
6772,7,3,8.00
6772,5,1,2.50
6773,12,1,130.00
6773,7,3,8.00
6773,6,3,3.00
6774,6,3,3.00
6774,3,2,100.00
6775,10,2,125.00
6775,3,3,100.00
6775,3,3,100.00
6776,1,1,250.00
6776,5,2,2.50
6776,1,2,250.00
6776,12,2,130.00
6777,7,1,8.00
6778,5,2,2.50
6778,3,1,100.00
6778,5,2,2.50
6778,2,2,350.00
6779,12,1,130.00
6780,4,1,25.00
6780,8,2,225.00
6780,3,3,100.00
6781,3,2,100.00
6781,12,2,130.00
6782,8,1,225.00
6782,1,1,250.00
6782,11,1,120.00
6782,12,3,130.00
6783,4,2,25.00
6784,6,3,3.00
6784,1,2,250.00
6784,8,2,225.00
6785,8,3,225.00
6786,3,2,100.00
6787,1,1,250.00
6788,8,1,225.00
6788,5,1,2.50
6788,4,2,25.00
6789,4,3,25.00
6789,4,2,25.00
6789,8,1,225.00
6789,2,1,350.00
6790,4,1,25.00
6790,9,2,180.00
6791,2,2,350.00
6791,8,3,225.00
6792,2,3,350.00
6792,2,2,350.00
6792,1,1,250.00
6793,9,1,180.00
6793,12,3,130.00
6793,6,1,3.00
6794,1,3,250.00
6794,12,1,130.00
6794,3,1,100.00
6795,1,1,250.00
6795,2,2,350.00
6795,6,1,3.00
6796,7,3,8.00
6796,8,1,225.00
6797,5,2,2.50
6797,10,2,125.00
6798,6,2,3.00
6798,3,1,100.00
6798,4,1,25.00
6798,3,3,100.00
6799,7,1,8.00
6799,12,1,130.00
6799,12,2,130.00
6800,3,3,100.00
6801,7,1,8.00
6802,12,2,130.00
6802,5,1,2.50
6802,1,2,250.00
6803,5,1,2.50
6803,2,3,350.00
6803,11,1,120.00
6804,8,2,225.00
6805,5,3,2.50
6806,11,3,120.00
6806,9,2,180.00
6806,9,2,180.00
6807,12,1,130.00
6808,6,2,3.00
6808,2,1,350.00
6808,1,3,250.00
6808,4,3,25.00
6809,2,1,350.00
6810,7,1,8.00
6811,8,2,225.00
6812,1,3,250.00
6812,2,3,350.00
6812,1,2,250.00
6812,7,2,8.00
6813,1,1,250.00
6813,11,2,120.00
6814,12,2,130.00
6814,3,1,100.00
6814,12,2,130.00
6815,8,1,225.00
6816,6,3,3.00
6816,5,2,2.50
6816,5,1,2.50
6816,12,2,130.00
6817,8,1,225.00
6817,11,2,120.00
6817,8,1,225.00
6817,7,1,8.00
6818,9,1,180.00
6819,1,2,250.00
6819,1,2,250.00
6820,9,2,180.00
6821,2,3,350.00
6821,9,1,180.00
6821,4,3,25.00
6822,6,2,3.00
6823,3,2,100.00
6824,7,3,8.00
6824,2,3,350.00
6824,7,2,8.00
6825,2,1,350.00
6825,8,3,225.00
6826,1,3,250.00
6826,10,3,125.00
6827,10,2,125.00
6827,12,1,130.00
6828,4,2,25.00
6829,1,1,250.00
6830,3,3,100.00
6830,1,3,250.00
6830,7,2,8.00
6830,9,1,180.00
6831,1,3,250.00
6832,7,2,8.00
6832,4,2,25.00
6832,5,3,2.50
6832,4,1,25.00
6833,5,1,2.50
6833,11,2,120.00
6833,2,1,350.00
6834,10,1,125.00
6834,12,1,130.00
6835,3,2,100.00
6835,7,3,8.00
6836,11,3,120.00
6836,5,2,2.50
6836,12,2,130.00
6836,4,1,25.00
6837,3,2,100.00
6837,3,1,100.00
6837,11,3,120.00
6837,5,2,2.50
6838,3,2,100.00
6838,5,3,2.50
6839,5,3,2.50
6839,12,2,130.00
6839,3,3,100.00
6839,7,2,8.00
6840,5,1,2.50
6840,12,1,130.00
6841,12,1,130.00
6841,7,2,8.00
6842,3,1,100.00
6842,5,1,2.50
6842,5,1,2.50
6843,4,2,25.00
6843,7,3,8.00
6844,12,3,130.00
6844,6,2,3.00
6844,1,3,250.00
6844,1,3,250.00
6845,2,1,350.00
6845,4,3,25.00
6846,1,2,250.00
6846,9,3,180.00
6846,9,2,180.00
6847,11,3,120.00
6847,11,1,120.00
6847,8,3,225.00
6847,3,1,100.00
6848,8,3,225.00
6848,9,2,180.00
6848,7,2,8.00
6848,10,3,125.00
6849,2,3,350.00
6849,9,1,180.00
6850,12,3,130.00
6850,5,1,2.50
6851,1,3,250.00
6851,8,2,225.00
6851,6,1,3.00
6851,3,3,100.00
6852,5,1,2.50
6852,10,2,125.00
6853,1,3,250.00
6853,12,1,130.00
6854,12,3,130.00
6854,8,3,225.00
6854,3,3,100.00
6855,3,2,100.00
6855,5,2,2.50
6855,3,1,100.00
6856,2,1,350.00
6857,7,3,8.00
6858,2,2,350.00
6859,2,2,350.00
6859,12,2,130.00
6859,2,1,350.00
6859,6,2,3.00
6860,10,1,125.00
6860,6,3,3.00
6861,7,3,8.00
6862,1,1,250.00
6862,9,3,180.00
6862,12,3,130.00
6863,10,1,125.00
6863,9,3,180.00
6864,4,2,25.00
6864,3,3,100.00
6864,10,1,125.00
6864,4,2,25.00
6865,3,2,100.00
6865,1,2,250.00
6866,10,2,125.00
6867,4,3,25.00
6868,9,1,180.00
6868,6,3,3.00
6869,2,2,350.00
6869,4,3,25.00
6870,5,3,2.50
6870,2,3,350.00
6870,1,3,250.00
6870,11,1,120.00
6871,9,3,180.00
6871,10,3,125.00
6871,2,3,350.00
6871,6,1,3.00
6872,7,2,8.00
6872,3,1,100.00
6872,12,1,130.00
6873,6,1,3.00
6874,4,1,25.00
6874,11,1,120.00
6874,8,2,225.00
6875,10,3,125.00
6876,8,3,225.00
6876,9,2,180.00
6877,2,1,350.00
6877,2,2,350.00
6878,8,2,225.00
6879,8,1,225.00
6879,12,2,130.00
6879,1,1,250.00
6880,2,2,350.00
6880,8,1,225.00
6880,3,1,100.00
6881,6,1,3.00
6881,8,1,225.00
6881,10,1,125.00
6882,4,3,25.00
6883,8,3,225.00
6883,11,2,120.00
6883,8,2,225.00
6884,2,1,350.00
6884,6,1,3.00
6885,9,2,180.00
6886,10,3,125.00
6886,11,1,120.00
6887,10,2,125.00
6887,2,3,350.00
6888,3,3,100.00
6889,12,1,130.00
6890,2,3,350.00
6890,10,1,125.00
6890,8,3,225.00
6891,9,1,180.00
6891,5,2,2.50
6891,3,3,100.00
6892,1,1,250.00
6892,4,2,25.00
6892,10,1,125.00
6892,4,3,25.00
6893,2,1,350.00
6893,10,1,125.00
6893,9,2,180.00
6893,9,2,180.00
6894,11,3,120.00
6895,3,1,100.00
6895,10,3,125.00
6896,2,3,350.00
6896,10,1,125.00
6897,11,3,120.00
6897,10,2,125.00
6898,7,3,8.00
6898,8,3,225.00
6898,2,1,350.00
6898,5,2,2.50
6899,3,3,100.00
6899,12,3,130.00
6900,4,3,25.00
6900,1,3,250.00
6900,10,2,125.00
6900,6,2,3.00
6901,6,1,3.00
6901,6,1,3.00
6902,2,2,350.00
6902,9,3,180.00
6902,3,2,100.00
6903,10,2,125.00
6904,3,2,100.00
6904,5,2,2.50
6904,11,2,120.00
6904,8,3,225.00
6905,3,2,100.00
6905,1,2,250.00
6906,12,2,130.00
6906,6,2,3.00
6906,11,2,120.00
6906,3,1,100.00
6907,4,1,25.00
6908,2,1,350.00
6908,9,2,180.00
6909,10,3,125.00
6910,6,3,3.00
6911,4,1,25.00
6912,2,1,350.00
6912,3,3,100.00
6912,8,2,225.00
6913,10,2,125.00
6913,10,2,125.00
6913,9,1,180.00
6913,11,2,120.00
6914,6,3,3.00
6914,6,2,3.00
6914,2,3,350.00
6915,9,3,180.00
6916,5,3,2.50
6916,9,2,180.00
6916,5,2,2.50
6917,4,2,25.00
6917,1,1,250.00
6917,12,3,130.00
6918,10,1,125.00
6918,2,2,350.00
6919,11,3,120.00
6919,7,1,8.00
6920,6,3,3.00
6920,9,3,180.00
6921,8,2,225.00
6921,10,3,125.00
6921,5,2,2.50
6922,1,2,250.00
6922,9,1,180.00
6922,1,1,250.00
6922,12,3,130.00
6923,6,3,3.00
6923,1,1,250.00
6923,8,3,225.00
6923,8,2,225.00
6924,12,2,130.00
6924,8,2,225.00
6924,5,1,2.50
6924,6,1,3.00
6925,2,3,350.00
6925,1,2,250.00
6925,7,2,8.00
6925,3,1,100.00
6926,4,3,25.00
6926,6,2,3.00
6926,8,1,225.00
6927,7,2,8.00
6927,3,2,100.00
6928,12,2,130.00
6928,11,3,120.00
6928,7,1,8.00
