id_estudiante,id_clase,id_tipo_evaluacion,nota,fecha
1536,53,6,60.90,2025-05-15
1537,26,1,76.90,2024-02-21
1537,26,5,56.69,2024-09-24
1537,26,4,45.47,2024-11-03
1537,26,2,56.82,2024-07-20
1537,26,2,97.86,2024-04-01
1537,3,5,75.47,2024-01-13
1537,3,6,88.18,2024-01-23
1537,3,2,69.55,2021-09-24
1537,3,2,79.81,2023-07-26
1537,3,4,68.01,2023-10-12
1537,96,3,93.07,2022-11-22
1537,96,2,67.58,2022-12-22
1537,96,2,91.11,2023-12-24
1537,96,2,41.57,2022-10-07
1537,96,3,88.23,2024-02-03
1537,27,1,76.45,2023-09-30
1537,27,5,70.02,2024-02-14
1537,27,5,43.81,2023-01-27
1537,27,3,52.08,2024-02-08
1537,27,1,63.79,2023-06-21
1538,47,3,87.13,2025-01-29
1538,47,5,42.73,2022-08-13
1538,47,5,43.88,2021-02-23
1538,47,1,69.77,2022-06-09
1538,47,2,56.45,2022-11-07
1538,94,5,72.06,2023-09-23
1538,94,2,79.34,2022-09-23
1538,94,1,98.32,2021-02-24
1538,94,3,98.76,2024-10-23
1538,94,3,99.24,2022-06-17
1538,30,2,63.20,2024-02-19
1538,30,4,49.96,2024-12-09
1538,30,4,84.14,2023-08-06
1538,30,2,99.19,2021-11-27
1538,30,4,97.77,2023-11-16
1538,79,3,86.70,2021-10-09
1538,79,2,49.42,2022-02-05
1538,79,5,73.63,2024-01-21
1538,79,4,79.74,2020-10-09
1538,79,3,86.65,2021-10-06
1539,53,4,62.98,2020-12-21
1539,53,5,53.50,2022-02-26
1539,53,6,74.58,2021-09-16
1539,53,5,45.48,2021-06-14
1539,53,5,50.45,2024-06-30
1539,66,6,63.12,2024-04-23
1539,66,1,87.09,2021-12-30
1539,66,2,92.78,2022-01-01
1539,66,2,41.10,2025-04-07
1539,66,5,95.26,2024-05-17
1539,74,6,93.44,2023-10-26
1539,74,3,84.66,2021-07-09
1539,74,4,84.38,2021-07-29
1539,74,6,70.03,2024-11-10
1539,74,5,71.74,2022-03-26
1539,70,1,89.60,2024-03-30
1539,70,6,70.54,2023-01-26
1539,70,3,82.96,2023-07-08
1539,70,5,82.14,2020-09-18
1539,70,3,96.45,2024-11-19
1540,97,3,64.89,2025-03-09
1540,97,1,52.07,2024-11-29
1540,97,4,57.29,2022-10-02
1540,97,1,72.45,2022-10-20
1540,97,4,59.75,2023-10-06
1540,82,4,67.24,2022-03-29
1540,82,6,90.75,2025-07-06
1540,82,1,74.70,2024-11-02
1540,82,3,88.32,2024-06-14
1540,82,1,42.87,2024-03-28
1540,12,6,57.98,2024-03-08
1540,12,2,74.32,2023-09-17
1540,12,6,65.11,2024-11-12
1540,12,5,49.46,2024-03-26
1540,12,2,98.96,2023-02-03
1540,23,2,43.00,2022-02-22
1540,23,5,46.18,2025-03-14
1540,23,1,97.33,2025-05-01
1540,23,1,92.34,2025-03-20
1540,23,4,73.19,2023-06-27
1541,81,3,92.50,2022-11-03
1541,81,1,66.98,2024-06-06
1541,81,3,66.72,2024-08-31
1541,81,6,58.79,2024-04-15
1541,81,4,76.05,2025-01-10
1541,100,2,98.37,2025-01-21
1541,100,5,46.28,2020-10-07
1541,100,1,52.01,2025-07-06
1541,100,2,65.55,2024-05-12
1541,100,2,84.66,2024-10-10
1541,15,5,56.50,2023-06-16
1541,15,5,77.25,2022-01-14
1541,15,6,89.60,2021-05-10
1541,15,2,80.47,2024-10-25
1541,15,3,48.70,2022-06-28
1541,46,2,99.40,2025-05-01
1541,46,3,86.61,2022-08-20
1541,46,1,50.08,2022-06-09
1541,46,2,88.55,2024-03-28
1541,46,6,67.41,2025-07-13
1542,52,3,86.72,2021-09-27
1542,52,1,61.75,2024-04-15
1542,52,5,77.18,2024-06-18
1542,52,2,60.25,2022-01-18
1542,52,5,53.52,2023-06-28
1542,7,2,92.62,2023-03-07
1542,7,3,89.91,2025-06-03
1542,7,3,99.09,2024-03-16
1542,7,4,75.69,2021-05-24
1542,7,2,76.37,2024-08-19
1542,95,1,99.97,2022-03-24
1542,95,3,68.29,2021-10-09
1542,95,6,73.97,2025-06-24
1542,95,2,54.52,2021-11-30
1542,95,4,92.97,2020-10-03
1542,23,4,68.64,2020-10-17
1542,23,3,58.07,2021-01-01
1542,23,6,46.93,2024-06-29
1542,23,1,97.44,2024-05-21
1542,23,4,81.08,2022-09-08
1543,28,5,70.85,2022-04-14
1543,28,4,93.78,2021-09-05
1543,28,3,44.84,2025-07-05
1543,28,1,86.90,2021-09-26
1543,28,4,47.93,2025-09-06
1543,18,1,58.76,2022-11-14
1543,18,5,74.02,2021-04-03
1543,18,1,54.22,2020-10-21
1543,18,5,49.64,2023-09-19
1543,18,3,45.45,2022-03-24
1543,11,5,81.77,2024-03-16
1543,11,4,81.74,2023-01-06
1543,11,2,80.40,2024-12-29
1543,11,5,78.80,2021-10-05
1543,11,6,60.28,2025-07-04
1543,31,5,79.20,2022-01-18
1543,31,4,47.44,2025-08-21
1543,31,4,85.65,2024-07-14
1543,31,1,44.36,2023-10-01
1543,31,5,97.54,2022-11-10
1544,30,5,91.72,2025-02-01
1544,30,3,48.29,2024-12-17
1544,30,5,49.10,2024-05-02
1544,30,4,97.12,2024-08-17
1544,30,3,45.20,2023-03-12
1544,69,1,48.67,2021-10-07
1544,69,3,84.47,2020-11-28
1544,69,2,50.95,2024-02-03
1544,69,4,82.51,2024-04-14
1544,69,3,44.59,2024-04-26
1544,70,1,74.69,2024-04-07
1544,70,5,82.21,2023-04-07
1544,70,1,68.56,2022-11-19
1544,70,4,85.97,2022-02-07
1544,70,2,42.26,2023-12-23
1544,54,3,45.91,2025-07-15
1544,54,6,75.57,2022-02-25
1544,54,4,82.53,2025-08-30
1544,54,1,44.14,2025-01-15
1544,54,1,40.92,2023-01-30
1545,44,4,95.69,2024-03-11
1545,44,2,50.78,2022-09-28
1545,44,5,79.85,2025-07-15
1545,44,1,67.08,2021-02-05
1545,44,4,93.98,2022-04-09
1545,22,2,50.56,2021-03-19
1545,22,1,83.56,2022-07-28
1545,22,2,73.16,2021-01-05
1545,22,4,51.78,2022-08-26
1545,22,4,62.33,2021-12-03
1545,12,5,72.89,2021-11-19
1545,12,3,94.00,2025-04-03
1545,12,3,48.97,2020-12-03
1545,12,5,45.06,2022-04-22
1545,12,4,46.08,2025-01-06
1545,92,4,61.88,2020-09-21
1545,92,1,94.61,2023-10-13
1545,92,1,67.00,2024-06-19
1545,92,3,57.55,2021-11-11
1545,92,2,96.95,2022-07-24
1546,24,3,66.65,2022-11-06
1546,24,4,64.32,2022-11-15
1546,24,5,53.70,2023-01-17
1546,24,1,61.48,2022-05-26
1546,24,3,63.13,2021-06-25
1546,37,4,66.09,2021-06-02
1546,37,1,80.82,2022-09-05
1546,37,4,80.88,2024-01-18
1546,37,2,78.36,2022-09-03
1546,37,1,67.22,2023-05-15
1546,86,5,51.14,2022-09-07
1546,86,5,80.98,2023-05-17
1546,86,2,44.37,2023-02-01
1546,86,3,70.11,2021-09-09
1546,86,2,93.14,2023-06-12
1546,25,4,51.59,2021-11-20
1546,25,5,99.09,2021-06-27
1546,25,3,91.77,2023-09-25
1546,25,1,82.23,2024-06-15
1546,25,2,50.57,2022-10-25
1547,16,2,87.74,2021-05-17
1547,16,2,68.49,2023-05-16
1547,16,2,88.80,2025-01-18
1547,16,1,84.04,2021-02-25
1547,16,3,80.03,2025-03-15
1547,34,1,98.82,2023-11-17
1547,34,3,95.68,2022-06-11
1547,34,4,92.83,2024-09-11
1547,34,2,61.22,2024-09-26
1547,34,4,82.40,2022-08-17
1547,85,4,59.90,2023-11-07
1547,85,6,69.96,2022-06-08
1547,85,5,61.20,2022-11-17
1547,85,2,98.71,2021-09-14
1547,85,6,98.65,2024-08-01
1547,61,3,49.16,2023-06-27
1547,61,5,53.35,2023-10-28
1547,61,2,77.39,2024-08-21
1547,61,6,50.47,2025-02-12
1547,61,2,63.93,2022-06-05
1548,16,5,79.18,2022-05-12
1548,16,3,86.14,2022-08-09
1548,16,2,94.08,2022-09-30
1548,16,6,54.42,2025-09-08
1548,16,1,81.69,2025-08-12
1548,100,1,73.60,2022-08-23
1548,100,4,65.73,2024-03-16
1548,100,5,77.04,2021-08-16
1548,100,6,60.43,2024-03-11
1548,100,5,73.60,2022-02-13
1548,90,2,51.61,2024-06-19
1548,90,1,85.17,2024-10-06
1548,90,3,69.20,2024-01-06
1548,90,6,99.25,2021-05-03
1548,90,5,92.36,2022-04-02
1548,72,3,42.23,2025-05-09
1548,72,3,64.29,2022-12-03
1548,72,3,41.26,2021-08-11
1548,72,6,48.43,2021-04-12
1548,72,5,86.31,2021-08-11
1549,91,6,93.18,2025-04-15
1549,91,5,74.25,2025-05-25
1549,91,5,78.41,2021-05-11
1549,91,6,40.90,2023-09-20
1549,91,6,61.60,2023-03-10
1549,56,6,42.44,2024-08-13
1549,56,5,84.15,2023-12-20
1549,56,4,51.70,2025-02-13
1549,56,4,45.77,2021-03-04
1549,56,4,45.41,2022-08-23
1549,96,6,75.96,2025-03-30
1549,96,1,64.52,2021-07-07
1549,96,4,40.43,2021-09-01
1549,96,6,66.99,2023-03-25
1549,96,1,99.86,2023-10-21
1549,67,2,64.72,2023-04-17
1549,67,6,84.55,2023-05-10
1549,67,4,81.09,2022-01-22
1549,67,1,67.16,2021-12-14
1549,67,4,97.65,2021-10-12
1550,23,4,97.26,2024-06-07
1550,23,6,95.45,2021-01-13
1550,23,4,88.53,2021-06-07
1550,23,3,70.48,2024-07-12
1550,23,1,42.79,2023-04-17
1550,52,6,84.30,2024-04-11
1550,52,2,74.28,2024-05-14
1550,52,3,76.03,2023-08-31
1550,52,4,74.11,2020-12-26
1550,52,3,79.73,2020-11-21
1550,11,4,98.96,2020-11-28
1550,11,6,98.03,2022-02-23
1550,11,5,72.45,2024-12-04
1550,11,4,98.76,2022-11-01
1550,11,1,50.73,2021-03-01
1550,21,4,95.56,2021-05-16
1550,21,5,77.60,2024-01-28
1550,21,3,83.94,2021-09-18
1550,21,6,80.61,2025-02-23
1550,21,5,43.71,2024-05-13
1551,40,5,83.82,2023-04-30
1551,40,4,97.18,2023-05-11
1551,40,3,90.21,2025-04-30
1551,40,4,58.93,2021-06-28
1551,40,3,63.18,2023-06-11
1551,11,3,96.91,2021-10-26
1551,11,3,80.40,2022-11-10
1551,11,4,41.88,2023-02-04
1551,11,2,46.37,2023-05-25
1551,11,1,63.54,2025-04-17
1551,57,3,86.76,2022-12-07
1551,57,5,56.55,2024-10-06
1551,57,4,71.37,2021-06-12
1551,57,5,42.96,2024-03-04
1551,57,5,92.35,2024-09-21
1551,55,5,95.23,2022-04-11
1551,55,1,47.14,2022-05-31
1551,55,4,67.40,2024-06-25
1551,55,2,56.48,2021-03-29
1551,55,1,44.08,2024-01-09
1552,89,2,59.39,2024-01-07
1552,89,5,63.31,2020-12-07
1552,89,1,74.92,2020-12-27
1552,89,4,59.30,2022-01-17
1552,89,3,83.48,2024-04-28
1552,64,2,93.74,2023-10-07
1552,64,4,90.99,2023-04-17
1552,64,3,74.28,2020-12-19
1552,64,5,51.51,2022-12-24
1552,64,5,59.93,2023-09-14
1552,46,4,87.48,2022-01-03
1552,46,1,79.74,2024-12-21
1552,46,4,58.82,2022-07-18
1552,46,3,76.80,2024-07-17
1552,46,5,55.60,2022-01-28
1552,56,4,97.41,2024-12-22
1552,56,3,53.61,2023-09-15
1552,56,1,79.08,2021-01-29
1552,56,1,47.95,2023-02-17
1552,56,2,61.28,2024-12-05
1553,47,2,99.40,2025-01-26
1553,47,4,77.48,2021-09-29
1553,47,6,47.87,2024-08-11
1553,47,5,63.34,2024-05-05
1553,47,2,78.47,2020-12-29
1553,62,2,71.67,2022-04-06
1553,62,4,41.53,2022-01-06
1553,62,6,84.65,2022-11-20
1553,62,5,48.64,2025-08-09
1553,62,3,92.07,2021-09-04
1553,43,1,61.47,2023-07-03
1553,43,3,52.69,2023-11-28
1553,43,4,61.51,2025-09-09
1553,43,4,82.16,2023-10-25
1553,43,5,65.88,2025-05-27
1553,12,6,56.05,2023-08-31
1553,12,2,42.65,2021-08-09
1553,12,4,96.96,2024-07-30
1553,12,5,84.33,2021-05-22
1553,12,4,61.94,2023-10-10
1554,34,3,75.17,2020-10-28
1554,34,5,55.72,2022-10-22
1554,34,6,78.18,2021-08-29
1554,34,4,68.96,2024-10-11
1554,34,4,91.46,2025-07-14
1554,98,3,51.88,2024-07-16
1554,98,1,60.86,2023-12-25
1554,98,1,52.84,2022-09-21
1554,98,4,94.63,2024-02-20
1554,98,2,52.65,2022-10-20
1554,42,4,64.87,2024-12-18
1554,42,6,89.29,2020-10-30
1554,42,6,50.49,2023-03-22
1554,42,2,82.09,2022-08-01
1554,42,4,94.31,2022-07-08
1554,90,5,80.62,2021-11-08
1554,90,5,77.06,2020-10-28
1554,90,2,53.34,2022-01-27
1554,90,5,84.01,2024-05-17
1554,90,5,81.86,2020-11-22
1555,46,3,51.13,2022-08-11
1555,46,6,64.61,2021-03-05
1555,46,3,53.18,2025-05-11
1555,46,4,73.94,2023-04-13
1555,46,5,58.01,2021-05-09
1555,19,5,74.78,2023-03-27
1555,19,4,53.12,2022-07-15
1555,19,6,49.22,2023-03-29
1555,19,6,59.26,2025-01-21
1555,19,1,90.62,2021-11-10
1555,91,4,76.89,2023-01-26
1555,91,6,45.99,2025-08-03
1555,91,3,55.12,2024-11-06
1555,91,5,98.85,2025-07-22
1555,91,4,76.26,2021-07-03
1555,32,3,61.03,2021-02-07
1555,32,2,69.73,2024-04-23
1555,32,4,56.72,2022-12-05
1555,32,3,70.91,2020-12-05
1555,32,5,76.60,2022-01-12
1556,22,1,47.05,2024-05-18
1556,22,6,74.24,2023-10-23
1556,22,1,43.86,2025-05-16
1556,22,1,52.47,2020-12-24
1556,22,3,87.43,2021-04-08
1556,68,3,63.21,2024-06-08
1556,68,3,92.32,2021-01-30
1556,68,1,91.31,2022-09-13
1556,68,2,93.41,2025-03-12
1556,68,4,70.44,2025-02-08
1556,85,6,51.08,2023-07-18
1556,85,4,58.20,2024-06-19
1556,85,5,66.48,2022-01-13
1556,85,2,49.84,2020-12-01
1556,85,3,73.57,2021-10-05
1556,98,5,61.15,2022-06-01
1556,98,2,75.92,2025-07-27
1556,98,3,42.47,2022-07-20
1556,98,4,47.70,2024-01-26
1556,98,4,76.41,2021-03-13
1557,9,3,74.12,2021-05-10
1557,9,3,43.66,2024-08-09
1557,9,3,62.35,2024-04-05
1557,9,6,63.05,2023-01-21
1557,9,1,55.56,2023-12-30
1557,93,6,93.71,2022-07-05
1557,93,6,47.86,2022-08-28
1557,93,2,96.49,2021-02-12
1557,93,1,89.79,2024-09-06
1557,93,1,42.09,2022-05-22
1557,17,4,79.13,2024-01-02
1557,17,4,96.48,2022-12-09
1557,17,4,50.01,2022-08-20
1557,17,4,90.99,2022-11-07
1557,17,6,63.03,2021-08-09
1557,64,1,84.89,2022-07-26
1557,64,2,44.33,2023-04-09
1557,64,1,97.07,2023-05-08
1557,64,5,42.43,2023-11-04
1557,64,4,89.84,2024-09-22
1558,75,4,65.17,2024-06-11
1558,75,6,40.08,2021-07-11
1558,75,4,75.13,2023-06-10
1558,75,4,42.59,2022-06-12
1558,75,5,65.53,2022-12-14
1558,20,1,69.26,2025-07-11
1558,20,6,82.53,2021-07-31
1558,20,3,86.20,2023-04-27
1558,20,4,47.39,2024-01-02
1558,20,4,87.38,2023-11-03
1558,15,3,46.23,2022-02-19
1558,15,3,59.97,2021-11-01
1558,15,5,90.18,2022-01-03
1558,15,6,96.79,2022-03-24
1558,15,4,57.12,2023-06-01
1558,24,3,78.11,2024-03-05
1558,24,2,82.56,2021-09-10
1558,24,2,89.00,2020-11-07
1558,24,6,73.79,2022-11-06
1558,24,3,98.82,2024-12-21
1559,100,2,63.04,2023-07-24
1559,100,2,60.03,2023-08-19
1559,100,5,53.02,2020-09-30
1559,100,1,52.37,2025-02-15
1559,100,6,53.93,2022-12-16
1559,6,6,68.10,2025-07-16
1559,6,6,93.94,2023-12-18
1559,6,2,69.77,2024-11-29
1559,6,5,89.62,2020-10-27
1559,6,1,70.36,2023-08-01
1559,38,4,99.79,2025-02-10
1559,38,2,61.22,2021-04-17
1559,38,3,91.86,2025-01-14
1559,38,5,54.79,2021-02-01
1559,38,6,50.73,2020-10-12
1559,82,4,47.49,2024-12-01
1559,82,2,80.38,2022-08-28
1559,82,5,52.01,2024-01-15
1559,82,2,45.19,2023-05-08
1559,82,3,40.82,2025-08-14
1560,29,1,75.69,2021-07-17
1560,29,5,69.40,2022-06-06
1560,29,6,63.18,2024-11-05
1560,29,2,47.88,2021-07-08
1560,29,5,66.99,2023-08-07
1560,42,4,92.23,2022-03-26
1560,42,3,41.95,2020-11-04
1560,42,4,97.01,2022-10-28
1560,42,2,46.54,2025-09-10
1560,42,4,41.70,2023-06-29
1560,23,5,46.13,2023-04-30
1560,23,4,59.81,2025-01-09
1560,23,4,43.34,2020-09-19
1560,23,3,65.15,2025-06-15
1560,23,3,95.99,2023-05-15
1560,9,4,44.20,2022-04-30
1560,9,3,96.13,2022-08-14
1560,9,5,52.45,2024-07-26
1560,9,5,73.82,2023-10-21
1560,9,2,66.65,2022-01-10
1561,56,6,77.06,2024-01-30
1561,56,6,99.87,2023-02-18
1561,56,1,62.21,2021-11-30
1561,56,6,56.56,2025-03-13
1561,56,1,65.26,2024-07-27
1561,35,2,85.29,2024-12-18
1561,35,4,77.52,2024-09-07
1561,35,2,40.18,2021-07-03
1561,35,6,84.57,2022-08-08
1561,35,5,60.00,2025-01-27
1561,13,3,40.81,2023-12-20
1561,13,2,83.83,2023-04-28
1561,13,1,43.16,2024-04-29
1561,13,1,95.80,2020-11-17
1561,13,1,95.78,2022-01-08
1561,65,3,85.72,2023-02-06
1561,65,5,42.81,2025-07-04
1561,65,5,60.92,2023-02-12
1561,65,2,51.93,2023-11-23
1561,65,4,51.46,2021-08-17
1562,10,4,58.18,2020-09-17
1562,10,6,93.95,2024-11-20
1562,10,3,63.30,2024-11-23
1562,10,6,59.53,2024-10-15
1562,10,6,67.51,2024-08-03
1562,17,6,68.46,2022-07-31
1562,17,2,41.02,2024-06-04
1562,17,4,61.16,2025-01-07
1562,17,5,54.38,2025-05-03
1562,17,3,91.31,2025-01-02
1562,6,1,70.51,2023-10-05
1562,6,3,66.10,2023-10-18
1562,6,3,69.76,2021-01-10
1562,6,6,64.24,2023-08-18
1562,6,5,47.16,2021-03-20
1562,95,4,44.18,2022-08-23
1562,95,1,80.56,2025-03-12
1562,95,6,61.37,2020-10-13
1562,95,5,78.54,2024-01-08
1562,95,1,66.08,2022-03-09
1563,86,3,74.45,2021-06-28
1563,86,2,54.90,2021-07-28
1563,86,3,75.49,2020-10-22
1563,86,3,68.35,2024-01-26
1563,86,4,73.33,2023-09-25
1563,45,6,56.81,2024-11-15
1563,45,2,68.87,2024-12-28
1563,45,5,99.00,2022-06-20
1563,45,4,66.86,2023-07-12
1563,45,6,63.73,2020-10-25
1563,89,5,53.91,2022-05-17
1563,89,4,85.70,2022-12-03
1563,89,3,55.96,2021-08-14
1563,89,4,76.81,2024-05-30
1563,89,6,76.04,2022-11-24
1563,53,5,93.41,2024-09-12
1563,53,2,68.56,2025-03-19
1563,53,1,99.26,2021-09-23
1563,53,5,93.44,2022-12-20
1563,53,4,48.61,2021-10-15
1564,14,5,54.25,2024-10-17
1564,14,3,58.15,2024-05-02
1564,14,5,54.57,2023-02-20
1564,14,3,80.95,2024-08-29
1564,14,3,45.06,2023-07-05
1564,6,3,78.45,2024-05-22
1564,6,6,56.53,2023-05-08
1564,6,1,69.50,2021-06-05
1564,6,3,42.34,2024-02-15
1564,6,1,99.45,2024-04-29
1564,2,6,92.84,2024-08-05
1564,2,6,50.34,2021-02-04
1564,2,2,97.31,2022-05-13
1564,2,6,79.17,2023-03-13
1564,2,3,59.82,2021-03-01
1564,47,4,53.87,2024-04-03
1564,47,2,41.01,2020-11-04
1564,47,3,56.21,2021-12-28
1564,47,1,96.76,2024-04-24
1564,47,2,47.29,2022-11-23
1565,46,3,52.61,2023-06-25
1565,46,6,95.35,2021-03-18
1565,46,1,94.52,2020-10-12
1565,46,1,45.89,2021-10-10
1565,46,5,73.87,2023-07-06
1565,42,1,92.07,2024-01-15
1565,42,4,84.79,2025-07-06
1565,42,4,97.49,2022-05-22
1565,42,5,63.44,2021-12-10
1565,42,2,86.48,2021-12-07
1565,39,2,44.57,2023-04-16
1565,39,6,95.12,2020-12-12
1565,39,6,57.22,2021-06-15
1565,39,2,98.70,2024-10-20
1565,39,3,82.16,2023-04-02
1565,41,5,71.53,2024-11-21
1565,41,6,77.46,2022-08-27
1565,41,5,73.45,2023-10-02
1565,41,4,84.06,2021-10-23
1565,41,6,97.66,2021-09-09
1566,90,4,71.30,2021-03-01
1566,90,6,67.15,2021-01-26
1566,90,3,81.32,2021-04-01
1566,90,1,48.48,2023-08-17
1566,90,1,60.29,2023-07-28
1566,5,3,47.60,2022-08-29
1566,5,1,93.46,2024-09-08
1566,5,1,79.90,2020-12-01
1566,5,3,85.69,2021-11-02
1566,5,5,42.90,2024-07-11
1566,84,6,47.04,2024-12-23
1566,84,6,42.32,2022-06-03
1566,84,1,70.75,2025-02-03
1566,84,5,67.99,2021-11-19
1566,84,4,50.13,2021-01-31
1566,29,2,60.48,2021-03-11
1566,29,5,95.03,2025-08-18
1566,29,3,60.82,2024-02-10
1566,29,5,43.74,2020-11-11
1566,29,6,65.10,2024-08-30
1567,67,3,57.40,2024-06-16
1567,67,1,86.37,2024-09-01
1567,67,4,83.13,2022-11-25
1567,67,4,51.84,2023-11-01
1567,67,1,61.82,2022-08-03
1567,9,1,95.62,2021-06-25
1567,9,1,91.91,2024-11-22
1567,9,3,71.27,2022-01-31
1567,9,2,73.03,2021-11-22
1567,9,3,82.87,2020-10-18
1567,93,1,79.17,2021-11-10
1567,93,3,65.80,2021-11-27
1567,93,5,67.22,2021-12-12
1567,93,5,84.06,2021-04-03
1567,93,6,57.27,2022-03-30
1567,12,3,85.92,2023-11-21
1567,12,5,95.35,2025-03-20
1567,12,4,67.92,2025-08-08
1567,12,6,72.93,2022-05-27
1567,12,1,44.33,2022-11-15
1568,28,2,81.92,2022-01-01
1568,28,6,98.32,2022-05-13
1568,28,6,41.17,2025-08-11
1568,28,5,43.26,2024-05-09
1568,28,5,56.39,2023-12-06
1568,5,6,67.21,2024-01-21
1568,5,2,53.67,2023-05-11
1568,5,5,86.68,2020-10-12
1568,5,4,51.65,2022-05-31
1568,5,2,68.75,2024-05-13
1568,20,6,77.01,2021-08-27
1568,20,5,43.45,2025-07-20
1568,20,6,58.71,2023-06-25
1568,20,2,64.13,2024-11-29
1568,20,1,59.92,2023-08-17
1568,24,5,86.77,2022-02-15
1568,24,2,74.61,2022-05-07
1568,24,1,83.53,2023-09-24
1568,24,2,65.05,2022-10-01
1568,24,6,99.73,2024-11-22
1569,11,6,77.79,2023-03-23
1569,11,6,43.35,2021-05-17
1569,11,1,59.40,2024-06-06
1569,11,4,64.63,2022-03-04
1569,11,5,91.11,2024-05-11
1569,26,4,51.34,2021-06-09
1569,26,3,46.90,2024-04-01
1569,26,2,98.57,2022-08-17
1569,26,5,92.50,2024-12-03
1569,26,3,60.43,2025-05-27
1569,28,3,70.04,2020-12-20
1569,28,4,80.99,2023-04-19
1569,28,2,57.31,2020-10-11
1569,28,3,63.53,2024-03-23
1569,28,1,49.92,2024-03-27
1569,50,4,70.01,2022-07-08
1569,50,5,63.61,2021-05-27
1569,50,1,45.68,2025-06-26
1569,50,4,66.26,2022-08-18
1569,50,2,83.24,2020-09-27
1570,78,5,68.60,2022-12-09
1570,78,6,42.06,2021-05-04
1570,78,2,79.64,2024-11-23
1570,78,2,44.57,2023-12-16
1570,78,2,61.55,2022-11-22
1570,95,5,92.88,2022-08-20
1570,95,3,93.74,2021-12-08
1570,95,4,48.77,2023-12-27
1570,95,3,72.08,2021-11-12
1570,95,2,99.90,2025-01-19
1570,90,2,96.32,2021-06-19
1570,90,4,48.42,2022-01-04
1570,90,3,51.68,2022-03-13
1570,90,5,57.53,2020-12-23
1570,90,2,71.53,2021-12-08
1570,53,5,64.69,2025-05-11
1570,53,4,79.68,2024-01-28
1570,53,3,65.26,2023-10-21
1570,53,4,64.64,2025-04-21
1570,53,2,62.91,2024-10-29
1571,72,2,82.13,2023-09-22
1571,72,3,91.59,2021-09-05
1571,72,1,69.07,2021-07-22
1571,72,4,67.56,2022-12-30
1571,72,6,58.58,2024-08-10
1571,75,4,94.29,2020-12-04
1571,75,1,68.78,2024-06-15
1571,75,2,93.74,2021-02-01
1571,75,4,80.17,2023-02-25
1571,75,2,96.40,2020-09-17
1571,8,4,98.81,2020-10-09
1571,8,6,45.81,2022-09-22
1571,8,6,77.28,2025-07-17
1571,8,3,54.58,2024-01-21
1571,8,1,47.19,2021-08-17
1571,39,6,91.51,2022-05-09
1571,39,5,45.72,2022-08-22
1571,39,2,94.53,2025-08-08
1571,39,5,94.03,2025-05-08
1571,39,4,74.09,2024-06-27
1572,73,2,63.03,2024-02-12
1572,73,3,98.13,2024-08-18
1572,73,1,82.36,2023-12-23
1572,73,2,89.92,2023-09-11
1572,73,1,76.22,2024-08-20
1572,50,2,99.57,2021-07-06
1572,50,3,40.91,2020-10-09
1572,50,6,53.37,2025-05-31
1572,50,1,51.16,2021-12-21
1572,50,5,44.62,2025-02-06
1572,3,2,59.62,2023-06-25
1572,3,6,85.51,2020-10-06
1572,3,6,60.22,2022-11-16
1572,3,2,78.94,2022-11-19
1572,3,1,85.69,2025-05-31
1572,9,4,68.02,2022-08-03
1572,9,4,74.76,2021-09-18
1572,9,2,51.27,2021-03-16
1572,9,3,63.04,2022-02-09
1572,9,4,88.78,2021-04-29
1573,90,4,84.48,2024-12-17
1573,90,1,95.52,2023-12-18
1573,90,5,65.12,2022-02-13
1573,90,2,83.55,2021-02-24
1573,90,5,55.77,2021-10-20
1573,74,3,74.88,2020-09-17
1573,74,5,50.54,2022-07-26
1573,74,2,50.10,2020-09-24
1573,74,1,59.16,2024-04-24
1573,74,3,53.89,2022-03-03
1573,33,2,60.50,2023-01-06
1573,33,5,80.17,2021-09-04
1573,33,4,46.98,2023-03-14
1573,33,5,56.36,2021-09-15
1573,33,1,47.70,2021-12-10
1573,20,3,67.49,2024-01-11
1573,20,6,96.48,2023-01-07
1573,20,6,47.83,2024-01-23
1573,20,5,43.80,2024-07-15
1573,20,2,97.25,2021-05-11
1574,76,6,99.34,2021-02-12
1574,76,3,87.94,2025-01-28
1574,76,3,66.85,2023-11-04
1574,76,2,82.43,2022-04-27
1574,76,6,82.68,2023-05-05
1574,59,4,59.97,2024-11-09
1574,59,3,48.32,2024-09-24
1574,59,2,54.10,2021-03-12
1574,59,1,53.61,2025-04-27
1574,59,5,88.18,2020-12-01
1574,20,6,56.79,2024-09-16
1574,20,1,47.80,2020-09-22
1574,20,3,76.67,2025-06-16
1574,20,1,88.34,2021-10-22
1574,20,4,67.17,2021-04-13
1574,16,3,84.86,2020-12-11
1574,16,4,72.40,2020-10-07
1574,16,3,47.60,2025-08-11
1574,16,5,88.33,2022-06-09
1574,16,2,93.31,2024-06-08
1575,39,5,92.38,2023-12-18
1575,39,3,68.54,2022-01-06
1575,39,4,82.59,2021-07-19
1575,39,1,69.71,2024-10-27
1575,39,5,99.08,2024-06-10
1575,10,2,69.50,2025-06-01
1575,10,1,87.69,2023-12-29
1575,10,6,83.65,2021-02-06
1575,10,1,91.85,2025-04-08
1575,10,2,58.84,2023-01-27
1575,5,5,96.12,2024-08-11
1575,5,3,62.54,2024-12-16
1575,5,3,99.81,2024-08-23
1575,5,2,79.82,2024-08-16
1575,5,6,66.42,2023-08-15
