id_estudiante,fecha,total
2459,2021-10-28,500.00
1605,2023-06-27,585.00
3491,2023-01-30,636.00
2674,2024-02-16,955.00
2243,2022-10-03,1425.00
1534,2025-06-23,5.00
2815,2022-12-08,24.00
1946,2023-05-06,225.00
1732,2025-08-04,1419.00
2804,2024-01-04,50.00
263,2024-01-29,276.00
4093,2022-05-15,741.00
4737,2025-04-26,22.50
1982,2021-02-14,100.00
1897,2023-04-01,605.00
3102,2024-08-07,430.00
2497,2023-10-24,1924.00
1819,2021-04-21,17.00
1626,2024-10-03,225.00
4775,2020-12-30,924.00
2590,2023-04-13,975.00
1876,2021-12-26,180.00
858,2023-01-15,1115.00
502,2021-02-16,747.50
630,2021-10-30,960.00
1899,2025-05-30,910.00
492,2023-02-05,455.00
442,2021-09-27,1205.00
975,2025-06-20,675.00
4242,2023-03-05,50.00
52,2024-03-17,1590.00
3703,2022-08-20,24.00
792,2021-01-22,1050.00
2569,2025-09-11,180.00
1978,2022-08-30,800.00
916,2021-11-07,7.50
4173,2021-09-25,143.00
3280,2021-02-12,491.00
1101,2021-07-28,1224.00
4350,2020-09-19,1200.00
822,2021-11-10,357.50
762,2025-05-17,430.00
3324,2021-09-12,424.00
2083,2022-08-02,750.00
4392,2021-03-21,480.00
2261,2021-11-22,1675.00
1784,2024-08-23,1050.00
2683,2024-11-05,1095.00
2842,2022-04-21,472.00
1803,2021-10-30,1066.00
2377,2024-09-19,1533.00
507,2025-01-06,400.00
2842,2022-08-16,1077.50
2549,2024-11-27,132.50
3816,2025-06-13,970.00
439,2025-02-21,400.00
1944,2022-06-20,125.00
3827,2020-11-23,22.00
446,2021-04-30,1130.00
348,2021-08-07,233.00
3614,2024-08-06,938.00
3128,2021-08-15,458.00
3184,2021-11-20,600.00
3633,2025-03-15,1803.00
4954,2020-10-12,675.00
1923,2022-10-21,150.00
333,2023-12-21,1790.00
1134,2022-06-16,562.50
4414,2024-11-25,1015.00
1851,2022-10-24,1617.50
2844,2021-09-29,7.50
2785,2021-05-20,240.00
3163,2022-07-28,390.00
3797,2022-07-03,2088.00
4039,2021-06-12,637.50
330,2022-08-13,199.00
2911,2024-01-24,540.00
3739,2021-03-21,1800.00
804,2025-06-08,29.00
4842,2024-06-03,655.00
4859,2022-04-11,762.50
3406,2023-07-09,381.00
2263,2022-01-18,1510.00
2792,2022-09-07,670.00
2753,2023-02-04,1008.00
4006,2021-01-15,1400.00
2174,2020-11-23,260.50
1385,2021-04-17,8.00
4267,2025-04-09,180.00
66,2022-11-30,1221.00
2990,2022-07-06,490.00
121,2022-12-28,485.00
2892,2021-04-23,1590.00
4735,2023-05-11,195.00
2415,2025-04-04,718.00
3007,2023-08-17,1105.50
1290,2024-10-04,268.00
380,2025-04-12,1425.00
3244,2022-12-31,256.00
4073,2023-10-02,1050.00
1190,2021-03-07,360.00
2547,2021-08-06,675.00
1181,2024-01-28,125.00
3987,2020-11-25,19.00
4145,2021-04-18,630.00
4561,2023-09-12,1150.00
741,2020-10-13,492.50
3997,2023-04-12,360.00
4040,2022-02-21,30.00
2403,2021-11-21,509.00
2921,2023-06-16,731.00
2996,2024-08-17,774.00
3073,2024-09-12,390.50
4379,2025-06-11,750.00
3429,2022-11-19,80.00
3162,2023-12-20,1025.00
3703,2022-07-10,1194.00
494,2023-07-17,130.00
3489,2021-05-18,1519.00
39,2023-09-18,16.00
3743,2021-11-10,480.00
4625,2024-03-19,272.50
994,2020-11-23,1420.00
2892,2022-10-20,875.00
3259,2024-11-14,1182.50
3575,2025-05-20,825.00
1450,2022-06-14,6.00
4135,2020-09-23,250.00
4060,2023-06-10,180.00
1052,2022-04-06,860.00
1982,2023-09-18,180.00
4993,2023-04-22,700.00
3852,2023-09-14,607.50
3980,2022-09-29,180.00
896,2022-12-12,485.00
3422,2024-09-20,831.00
4278,2021-05-24,380.00
1794,2025-04-06,1195.00
4033,2021-06-10,9.00
370,2023-12-16,381.00
2761,2024-02-01,1015.00
59,2025-03-31,10.50
3688,2021-02-23,398.00
3318,2025-08-07,360.00
2505,2024-05-21,225.00
4274,2020-10-03,360.00
3735,2020-12-18,1491.00
3696,2021-01-14,725.00
817,2022-10-12,1300.00
3728,2021-09-30,419.00
2344,2024-02-20,1024.00
3490,2023-12-21,681.00
13,2023-05-17,691.00
3601,2022-04-21,1345.00
4244,2020-12-26,745.00
2502,2024-12-25,10.00
33,2025-07-31,1135.00
4850,2023-02-06,265.00
4477,2022-09-25,392.50
2884,2025-01-09,397.50
3016,2021-12-25,700.00
1687,2024-10-19,960.00
358,2025-02-01,658.00
1610,2024-02-03,648.00
2849,2023-12-18,1425.00
2900,2021-03-18,240.00
1076,2021-03-30,360.00
1219,2023-12-29,276.00
3835,2024-02-26,75.00
2466,2023-11-20,213.50
2040,2023-12-27,125.00
3611,2025-08-19,707.50
4687,2022-03-01,675.00
469,2023-04-04,266.00
3126,2024-09-04,675.00
665,2021-01-24,1175.00
2684,2024-06-08,517.50
2334,2023-02-13,300.00
2547,2021-09-26,1916.00
2268,2024-05-18,1200.00
2385,2021-04-28,9.00
678,2021-08-30,6.00
1365,2022-01-20,193.50
3704,2022-06-19,1075.00
4032,2024-11-09,1155.00
134,2025-05-23,24.00
2363,2024-11-30,644.00
1611,2023-11-28,3.00
3694,2021-05-23,835.00
1977,2023-05-10,980.00
58,2021-12-13,516.00
2137,2025-03-11,1600.00
4037,2022-11-27,107.50
4960,2022-03-02,540.00
3554,2024-05-28,540.00
2643,2023-05-31,360.00
2764,2024-06-28,300.00
2203,2025-07-28,1330.00
2461,2020-12-10,356.00
858,2023-03-14,542.50
3424,2022-11-05,970.00
4663,2024-05-17,84.00
4349,2024-03-19,620.00
3306,2024-09-25,458.00
2917,2024-03-25,580.00
440,2022-01-08,125.00
505,2022-08-04,225.00
1779,2023-02-04,367.50
543,2022-11-03,2.50
2300,2024-08-02,100.00
4431,2024-07-06,362.50
1799,2020-12-28,341.00
475,2025-04-30,265.00
3669,2024-07-24,682.50
2699,2023-07-05,100.00
1258,2021-10-09,130.00
1466,2021-11-28,990.00
4461,2023-06-17,2150.00
2992,2024-10-29,1865.00
4319,2022-05-09,1815.00
1753,2023-01-22,1025.00
547,2023-11-04,362.50
3770,2025-04-17,433.00
3520,2025-08-04,94.50
3374,2024-03-18,350.00
2834,2025-02-02,1130.00
3928,2023-03-28,570.00
1451,2020-10-31,125.00
4429,2025-07-08,1050.00
4758,2021-03-03,384.00
3551,2025-06-12,9.00
3040,2024-10-04,153.00
2214,2023-09-25,449.00
3595,2021-01-18,1525.00
3359,2022-08-08,1200.00
4666,2023-07-31,16.00
3887,2022-03-24,677.50
3601,2021-07-19,325.00
400,2021-01-24,940.00
757,2023-03-17,9.00
4614,2021-03-31,3.00
3132,2025-01-27,357.50
3398,2020-11-04,24.00
2882,2024-12-14,1513.00
670,2021-06-23,453.00
2584,2024-04-09,350.00
180,2021-06-18,802.50
1656,2024-05-24,75.00
3214,2024-07-19,500.00
4597,2022-09-01,500.00
1497,2023-12-14,1000.00
3271,2021-05-07,250.00
2589,2023-06-06,50.00
1489,2025-08-14,231.00
4496,2023-02-19,420.00
4416,2023-04-12,1125.00
3670,2022-01-03,1500.00
3451,2025-05-20,1549.00
3230,2021-11-02,840.00
4146,2022-01-24,834.00
3346,2023-06-09,957.50
3623,2021-09-08,50.00
4178,2020-11-01,446.00
191,2023-05-16,1140.00
1951,2022-11-05,1395.00
4535,2025-08-06,700.00
2173,2023-02-19,8.00
34,2022-08-12,45.00
4316,2022-09-26,250.00
4431,2022-03-27,3.00
3495,2023-07-21,209.00
267,2022-12-07,750.00
1992,2025-02-23,30.00
4428,2025-03-06,1565.00
3865,2023-05-03,325.00
2346,2022-01-06,387.50
3525,2021-03-28,350.00
3922,2020-09-29,619.00
2846,2024-10-13,645.00
531,2025-02-15,477.00
1901,2022-04-16,430.00
3296,2024-10-19,30.00
3119,2024-02-21,350.00
4279,2021-01-08,120.00
774,2021-07-19,840.00
2762,2023-05-15,360.00
1264,2021-04-29,616.00
3424,2024-04-18,30.00
1912,2021-09-10,765.50
4058,2022-03-22,15.00
4100,2024-06-21,249.00
3727,2024-08-31,475.00
684,2023-02-27,520.00
4740,2023-05-13,446.50
4551,2022-04-04,1600.00
1458,2022-03-22,615.00
934,2023-03-19,500.00
3892,2024-05-09,125.00
1720,2023-07-27,316.00
2836,2022-06-13,376.00
4833,2025-07-19,250.00
3623,2025-02-24,360.00
1888,2020-10-05,1305.00
1749,2022-09-01,376.00
3422,2022-01-18,830.00
4309,2023-03-01,1585.00
544,2023-12-27,1010.00
4416,2021-09-08,500.00
3458,2021-04-28,1523.00
2172,2023-08-21,828.00
355,2021-11-04,78.00
835,2021-04-06,1580.00
2628,2022-05-04,797.50
144,2023-04-22,592.50
2815,2025-02-21,700.00
4755,2023-12-27,535.00
3078,2025-06-21,307.50
787,2024-03-05,1110.00
559,2021-10-20,440.00
2361,2021-09-20,5.00
477,2021-01-16,24.00
753,2024-04-04,324.00
264,2024-01-10,1360.00
760,2024-05-19,80.00
4271,2022-06-09,375.00
1412,2020-12-13,375.00
4062,2022-10-27,316.00
1827,2023-01-05,1019.00
513,2024-01-27,360.00
4794,2022-01-13,25.00
1619,2024-01-01,675.00
1135,2025-08-30,242.50
19,2020-10-17,910.00
2915,2021-10-20,16.00
1935,2024-12-28,305.00
3853,2023-04-13,50.00
2574,2020-10-24,1065.00
545,2024-06-17,872.50
3490,2024-11-19,700.00
4635,2021-01-18,900.00
4765,2021-04-16,120.00
620,2025-08-01,490.00
97,2024-04-17,1189.00
3031,2022-01-11,450.00
2831,2022-12-31,693.00
909,2022-11-01,760.00
2482,2022-02-07,805.50
2163,2023-01-31,793.00
3672,2023-01-23,341.00
4544,2024-03-31,1480.00
3341,2023-12-13,75.00
4271,2021-01-30,1050.00
4844,2024-05-06,460.50
2018,2024-01-05,109.00
2299,2020-12-19,625.00
4684,2024-02-09,313.00
2216,2023-03-31,420.00
3588,2025-06-17,675.00
3685,2022-09-06,450.00
3622,2021-04-12,135.00
816,2023-12-06,250.00
4616,2025-07-03,1050.00
326,2022-07-06,1535.00
3194,2025-06-04,566.00
31,2024-11-09,8.00
2949,2021-11-13,718.00
3093,2023-04-04,775.00
2572,2022-05-23,391.00
4683,2022-05-19,154.00
2217,2024-08-29,225.00
4866,2024-07-24,380.00
300,2023-06-10,753.00
2626,2020-11-09,1068.00
412,2020-12-23,940.00
4837,2024-09-16,426.00
3634,2025-07-02,7.50
2485,2021-12-18,257.50
1302,2021-11-08,499.00
1258,2024-06-08,515.00
1681,2022-07-02,1130.00
3710,2020-11-18,250.00
1381,2020-12-17,1725.00
1271,2025-08-06,1060.00
4835,2022-07-05,230.00
2255,2021-06-12,690.00
3784,2021-12-26,452.50
3939,2022-04-18,1080.00
1008,2022-12-11,1725.00
1187,2022-01-18,300.00
2028,2023-10-29,1115.00
778,2024-04-09,1490.00
4956,2023-11-04,258.00
4838,2024-08-04,1935.00
3496,2024-06-10,1310.00
2959,2025-01-01,966.00
2560,2025-02-03,330.00
290,2020-10-26,369.00
1869,2025-09-01,1058.00
3786,2021-11-24,660.00
2538,2022-09-22,130.00
2556,2020-12-04,10.50
3247,2022-06-25,1275.00
3893,2023-04-18,200.00
3985,2025-05-28,340.00
61,2022-08-06,1091.50
947,2022-05-21,1235.00
4953,2024-09-02,649.00
4090,2024-09-25,395.00
1142,2022-03-31,132.50
3989,2022-04-06,1625.00
2117,2024-05-26,363.00
2780,2020-12-16,31.00
1918,2022-05-07,540.00
2400,2025-06-20,16.00
4992,2022-08-22,1320.00
4504,2022-08-19,120.00
1414,2022-10-13,1681.00
3568,2024-08-17,1334.00
526,2022-01-11,750.00
1845,2025-09-11,152.50
4164,2024-02-12,3.00
4165,2023-06-24,962.50
671,2025-09-06,1099.00
3788,2022-07-01,180.00
1504,2021-11-06,610.00
2931,2021-12-07,386.50
390,2023-03-11,700.00
1205,2022-11-23,507.00
2274,2023-09-19,766.00
704,2021-10-12,487.50
3913,2024-11-23,880.00
1791,2023-05-03,24.00
4124,2023-05-28,237.50
4159,2023-10-08,740.00
1341,2024-07-26,540.00
1345,2023-10-07,31.00
1809,2022-01-08,267.50
4868,2025-01-05,120.00
3491,2024-07-17,700.00
670,2023-07-04,250.00
470,2020-10-22,510.00
2911,2025-04-12,1694.00
3460,2024-07-04,700.00
3383,2021-05-06,740.00
1642,2025-08-28,375.00
898,2020-12-30,377.00
4717,2024-05-01,1018.00
355,2025-02-08,542.50
3709,2023-02-18,1452.50
2685,2023-05-05,359.00
3182,2025-05-29,257.50
537,2020-12-09,405.00
378,2022-08-13,390.00
3469,2021-11-22,641.00
2038,2025-05-25,766.00
1719,2023-07-17,2007.50
3042,2025-04-24,780.00
862,2025-03-03,1034.00
4789,2021-11-15,24.00
2276,2021-03-04,144.00
3157,2023-06-17,75.00
685,2024-10-26,125.00
1547,2022-10-13,825.00
4771,2022-10-03,500.00
2123,2024-08-01,610.00
36,2021-12-16,450.00
55,2025-04-28,241.00
409,2025-04-12,384.00
351,2021-09-05,1660.00
3054,2021-05-21,1050.00
4650,2021-08-16,748.00
1905,2023-02-04,1160.00
68,2024-07-16,685.00
2044,2023-06-08,8.00
963,2021-11-14,505.00
1572,2021-11-18,9.00
1409,2022-12-02,384.00
151,2023-01-07,568.50
704,2024-05-25,362.00
3470,2021-11-20,1065.00
1564,2022-12-07,101.50
443,2022-01-22,360.00
1677,2023-06-19,363.00
842,2025-07-09,2100.00
4517,2021-10-12,1545.00
2908,2022-05-20,335.00
3347,2023-10-06,120.00
225,2025-08-30,710.00
3716,2024-06-21,316.00
4252,2023-10-22,6.00
2281,2025-04-22,797.50
871,2021-09-06,836.00
320,2023-07-12,481.50
174,2021-05-07,24.00
3654,2025-01-25,1050.00
3035,2024-12-21,412.50
4223,2025-01-17,149.00
1366,2024-12-15,774.00
3249,2022-01-21,264.00
155,2022-12-02,575.00
25,2023-05-19,1050.00
1898,2021-07-15,1050.00
957,2023-02-01,225.00
4522,2024-06-01,450.00
34,2021-08-19,3.00
4424,2025-04-19,1050.00
3588,2021-02-02,240.00
709,2022-03-01,410.00
4182,2023-03-19,399.00
3645,2023-03-30,466.00
541,2020-10-30,423.00
572,2024-05-03,260.00
2477,2023-05-17,1475.00
3587,2023-03-15,385.50
241,2025-02-21,9.00
3415,2024-08-14,946.00
1604,2021-08-23,482.50
1071,2025-06-01,25.00
2273,2021-01-28,509.00
4842,2024-01-18,470.00
1549,2022-11-27,1715.00
371,2024-06-10,716.00
3883,2023-08-09,320.00
4508,2020-10-01,450.00
1208,2024-03-26,1528.00
2627,2024-09-26,250.00
3739,2024-03-14,115.00
1454,2022-09-26,130.00
3715,2024-05-28,525.00
1418,2025-03-30,1100.00
1616,2022-12-24,150.00
1770,2021-12-13,1405.00
4082,2021-07-22,1435.50
4958,2023-08-23,349.00
2920,2024-10-29,3.00
306,2021-09-21,1242.50
106,2023-04-21,240.00
643,2021-02-23,250.00
2223,2025-03-04,700.00
3542,2024-06-02,1230.00
4721,2022-06-15,505.00
3721,2025-07-25,3.00
4101,2021-05-13,1000.00
447,2025-05-17,915.00
2522,2021-02-11,183.00
497,2020-09-17,390.00
4187,2022-11-08,748.50
3476,2025-08-31,675.00
4082,2021-07-25,883.00
2801,2024-07-24,260.00
768,2021-12-31,925.00
3229,2023-04-03,605.00
259,2022-10-01,2430.00
2135,2022-02-22,880.00
2820,2021-06-06,1550.00
1088,2021-02-20,225.00
2772,2023-12-21,430.00
2332,2022-07-23,450.00
350,2024-07-05,700.00
2308,2024-03-15,489.00
2683,2024-12-04,635.00
2722,2022-04-16,390.00
2317,2023-12-17,902.50
143,2022-12-03,16.50
4991,2023-07-18,710.00
372,2020-10-10,742.50
3085,2022-08-17,900.00
138,2023-11-21,1050.00
4599,2021-06-06,1418.00
2042,2024-01-28,14.00
1202,2021-10-30,200.00
4181,2024-01-31,524.00
446,2021-04-06,103.00
859,2025-05-22,810.00
4185,2022-01-31,227.50
3684,2022-09-11,225.00
113,2024-11-29,882.50
1252,2022-09-10,507.50
2076,2024-08-25,1230.00
2343,2023-09-19,130.00
1484,2024-03-12,1074.00
4769,2022-11-25,75.00
4238,2024-07-10,384.00
4651,2025-01-19,2.50
2569,2020-09-14,34.00
1475,2025-08-11,675.00
412,2023-05-08,720.00
4529,2022-11-16,120.00
3166,2022-02-14,250.00
21,2024-02-19,125.00
485,2025-08-16,750.00
2721,2021-06-18,818.00
3647,2020-12-17,759.00
3190,2024-12-05,133.00
3413,2024-10-26,363.00
2666,2024-03-20,700.00
753,2022-06-28,3.00
1433,2022-02-27,980.50
3155,2023-05-12,885.00
2954,2024-05-21,871.00
3593,2024-04-15,700.00
483,2021-10-21,540.00
3388,2025-09-07,325.00
1347,2024-05-10,495.00
2421,2021-01-30,300.00
1131,2022-01-22,240.00
1329,2023-03-05,540.00
3644,2021-05-23,500.00
1851,2023-01-29,360.00
4690,2024-08-24,263.00
3863,2024-10-18,85.50
3118,2021-02-01,740.00
2896,2022-05-28,710.00
4088,2021-10-05,728.00
4592,2020-09-29,209.00
2800,2024-06-29,965.00
2671,2024-02-04,1125.00
2163,2023-07-11,24.00
3512,2022-01-22,516.00
2084,2023-11-12,1055.00
3110,2024-03-07,998.00
4188,2021-12-11,5.00
1728,2022-05-14,577.50
3700,2021-01-16,521.00
4167,2022-07-11,665.00
2614,2024-12-16,300.00
4950,2022-06-28,950.00
468,2022-07-15,100.00
3238,2022-09-22,759.00
3287,2023-01-04,24.00
4301,2024-03-02,1009.00
4051,2021-12-28,495.00
204,2025-03-12,644.00
3410,2024-10-19,918.50
147,2021-09-16,1030.00
2544,2021-09-07,1246.00
1816,2025-07-02,773.00
2815,2025-05-11,350.00
552,2024-11-15,107.50
474,2023-06-18,1000.00
1795,2021-04-29,500.00
812,2025-03-04,1100.00
1930,2025-02-06,125.00
1226,2023-12-08,297.00
4716,2021-02-02,391.00
1064,2022-12-05,2107.50
472,2021-09-26,300.00
3192,2024-01-07,1266.00
3384,2024-04-25,8.00
1413,2021-08-25,1535.00
4285,2023-06-24,703.50
1282,2020-10-08,749.00
2781,2025-01-31,24.00
4138,2024-10-20,675.00
3122,2021-09-19,255.00
1824,2020-10-11,2103.00
3317,2025-06-08,217.00
1514,2024-09-21,225.00
2195,2025-02-08,981.00
2414,2023-12-09,2107.50
2609,2023-06-17,391.00
4891,2021-09-11,5.00
3386,2022-08-06,895.00
2107,2021-01-23,1005.00
4450,2022-02-18,716.00
300,2023-01-25,1200.00
3353,2025-08-31,181.00
1748,2022-12-23,750.00
1038,2024-06-01,1748.00
2634,2024-04-13,558.00
644,2021-12-29,3.00
4116,2023-11-21,633.00
3533,2025-01-19,1710.00
199,2025-06-24,24.00
3910,2022-07-25,1335.00
4348,2023-07-02,1140.00
3692,2025-09-04,1087.50
4252,2021-05-10,407.50
1109,2021-10-06,130.00
4654,2022-10-26,790.00
101,2023-01-24,385.00
4891,2022-12-10,675.00
3332,2024-11-23,26.50
2547,2023-09-21,360.00
1419,2023-02-18,1199.00
1123,2021-07-06,425.00
3251,2025-06-16,1050.00
865,2025-03-17,25.00
4832,2022-11-11,1078.00
3769,2022-01-06,1615.00
2799,2020-10-15,16.00
727,2022-07-14,1349.00
4512,2022-02-18,75.00
2660,2024-05-13,573.00
3564,2024-06-08,227.50
4794,2023-06-07,410.00
1641,2025-02-25,1212.50
3189,2023-01-18,1050.00
651,2024-08-04,148.00
3944,2024-10-07,666.00
378,2022-11-10,25.00
1778,2022-03-18,225.00
3543,2021-02-11,468.00
592,2021-07-15,7.50
3056,2024-01-03,367.50
2169,2023-03-10,500.00
4540,2025-02-11,360.00
16,2022-08-30,970.00
2114,2023-12-18,360.00
3524,2022-07-09,816.00
170,2025-07-26,1485.00
2887,2021-07-09,50.00
2200,2021-10-30,375.00
2902,2022-07-12,3.00
363,2021-04-10,260.00
4105,2022-11-15,1681.00
1171,2024-07-19,440.00
3927,2024-02-16,2050.00
2263,2024-09-19,1182.50
4071,2022-06-08,390.00
2308,2024-02-26,1350.00
1039,2023-01-29,16.00
395,2025-03-04,750.00
1157,2021-05-16,2002.50
1394,2024-06-11,1600.00
3356,2023-01-04,1050.00
61,2023-11-14,450.00
862,2022-05-26,605.00
2976,2022-01-12,375.00
3244,2022-10-19,1185.00
986,2021-07-08,1774.00
1701,2021-10-07,234.00
379,2022-08-25,645.00
4369,2021-01-01,300.00
3263,2024-04-16,750.00
2268,2022-01-21,775.00
3083,2024-03-05,575.00
2931,2025-09-12,137.50
78,2023-10-08,377.50
2509,2023-05-18,2152.50
726,2023-10-03,300.00
3588,2024-12-02,1650.00
2745,2021-09-15,365.00
1617,2021-04-30,25.00
3836,2022-09-04,50.00
413,2023-10-10,1660.00
1868,2024-08-03,120.00
1449,2024-01-17,1195.00
4078,2022-11-26,1315.00
3031,2022-03-15,300.00
4222,2024-11-12,1075.00
4599,2024-06-27,720.00
3584,2022-05-25,1170.00
468,2024-06-26,274.00
119,2025-02-24,309.00
2614,2021-10-18,400.00
2246,2024-02-26,333.50
4229,2021-08-01,1301.00
465,2023-03-12,860.00
278,2023-02-16,187.00
4303,2024-02-23,549.00
1527,2023-07-05,1380.00
4966,2024-08-30,276.50
2403,2024-08-18,540.00
3617,2025-08-27,362.50
3806,2021-04-19,1125.00
4278,2021-04-22,540.00
1833,2021-02-13,1620.00
2857,2023-06-08,870.00
240,2024-03-06,742.50
4991,2023-07-20,250.00
1461,2023-06-16,245.00
175,2022-01-02,547.50
4183,2021-11-21,1690.00
2233,2021-09-27,390.00
1875,2024-09-18,675.00
2363,2023-11-04,450.00
1672,2023-05-12,7.50
3725,2025-08-06,8.00
1632,2025-06-04,775.00
3815,2022-09-21,1524.00
4033,2024-08-20,200.00
2073,2024-12-19,25.00
3537,2023-09-24,355.00
4018,2023-08-24,1281.00
4036,2025-08-10,702.50
2994,2022-10-22,640.00
4377,2022-08-27,350.00
901,2024-01-30,900.00
359,2025-08-16,25.00
1726,2024-07-03,825.00
3240,2024-09-22,257.50
4170,2021-07-18,800.00
1934,2022-05-31,3.00
631,2022-05-07,580.00
866,2023-07-03,1055.00
763,2025-01-16,9.00
4918,2021-10-23,500.00
885,2025-04-02,1450.00
1415,2021-11-02,24.00
3697,2021-04-15,707.50
4668,2024-10-11,792.50
3306,2023-04-02,260.00
4463,2021-07-25,540.00
1627,2021-09-09,384.00
2997,2023-03-29,534.00
1079,2025-04-23,75.00
4306,2022-05-17,778.00
3319,2021-12-10,1050.00
1886,2023-07-26,875.00
3261,2024-03-01,620.00
1940,2024-11-09,634.00
972,2022-09-18,29.50
1822,2024-10-31,900.00
1350,2024-10-12,588.00
4586,2023-03-19,1315.00
3625,2024-12-27,360.00
323,2023-07-04,882.50
1047,2024-07-23,209.00
1090,2021-10-09,74.00
1740,2022-03-13,180.00
4495,2021-04-26,180.00
1243,2021-07-06,1455.00
620,2025-04-07,50.00
3714,2025-08-21,3.00
782,2021-02-03,18.50
1587,2023-06-06,700.00
951,2023-06-06,1325.00
4111,2023-12-31,369.00
1085,2024-12-25,440.00
1961,2023-01-18,250.00
2261,2023-07-22,2.50
690,2020-11-17,360.00
450,2022-04-05,1048.00
3728,2023-04-27,1080.00
2017,2022-03-20,75.00
2421,2020-09-21,40.00
4305,2022-07-11,385.00
267,2022-07-26,397.50
3464,2023-11-03,682.50
2156,2023-08-23,5.00
4627,2022-11-05,780.00
2725,2021-01-17,450.00
4074,2021-03-31,403.00
1987,2021-07-06,7.50
2216,2025-04-28,1532.50
2045,2023-03-21,456.00
4419,2024-12-26,360.00
2640,2021-05-22,1406.00
2861,2022-06-15,120.00
4994,2023-01-09,1900.00
4973,2025-03-28,320.00
827,2021-07-25,766.00
3894,2023-10-25,359.00
2777,2021-05-06,7.50
2735,2023-02-19,1000.00
4314,2022-08-19,77.50
711,2022-11-21,389.00
196,2025-06-29,974.00
306,2024-04-11,755.00
2366,2023-07-04,1450.00
2834,2021-12-18,139.00
3877,2022-11-30,290.00
3387,2023-02-23,525.00
3387,2024-11-20,722.00
1361,2022-03-01,125.00
4254,2023-08-11,530.00
3585,2025-05-20,500.00
3631,2023-09-15,924.00
926,2025-06-17,3.00
4278,2023-09-20,820.00
3657,2023-11-13,725.00
1865,2024-02-01,867.50
3150,2024-05-17,1235.00
860,2020-09-18,260.00
2163,2022-02-24,6.00
4561,2021-06-25,128.00
1722,2023-03-13,1600.00
660,2021-01-03,1164.00
1309,2024-04-07,1665.00
4012,2024-12-04,1050.00
3991,2025-07-14,1471.50
1222,2023-08-09,1249.00
2949,2022-06-29,142.00
2476,2023-06-24,1364.00
1260,2023-07-01,512.50
2118,2024-11-17,406.00
756,2023-02-18,9.00
3318,2022-10-26,735.00
2217,2023-10-21,350.00
126,2020-09-16,5.00
2774,2023-06-03,950.00
2292,2021-09-10,508.00
1679,2023-03-13,142.50
1082,2021-12-07,25.00
1780,2022-04-13,1199.00
2120,2022-10-05,260.00
532,2023-04-02,125.00
3560,2025-08-25,130.00
2189,2024-10-07,840.50
3892,2021-04-17,330.00
4752,2021-01-05,940.00
1578,2023-07-28,700.00
254,2024-10-31,1300.00
2934,2024-05-16,260.00
1611,2023-02-04,860.00
2905,2022-08-07,379.00
1263,2025-05-22,689.00
1869,2022-12-23,1061.00
4156,2023-08-04,1785.00
1235,2023-03-09,6.00
3894,2024-01-24,950.00
1220,2024-05-10,1306.00
2179,2022-03-26,1085.00
4050,2024-07-10,631.00
3903,2022-10-04,1375.00
965,2021-08-31,696.00
1170,2021-01-28,1012.00
2786,2023-11-09,466.00
4416,2022-12-10,435.00
2902,2024-02-23,981.00
590,2025-04-13,2050.00
2337,2022-02-11,265.00
1895,2024-05-24,500.00
655,2021-12-16,184.00
606,2023-05-13,1000.00
283,2021-09-18,740.00
96,2021-11-25,906.00
4886,2024-11-02,719.00
3765,2023-06-02,325.00
1572,2020-11-18,596.00
4040,2024-01-23,16.00
3034,2024-04-13,681.00
1460,2025-06-25,450.00
1067,2024-09-28,1535.00
415,2022-02-13,440.00
842,2024-07-22,1120.00
218,2023-11-24,5.50
1295,2020-10-14,1285.00
3037,2024-05-30,255.00
4354,2023-04-25,1325.00
1695,2021-05-21,8.00
3370,2021-07-23,458.50
2069,2023-01-02,7.50
2197,2021-09-23,180.00
1826,2023-04-25,1050.00
893,2024-01-07,1050.00
1785,2024-04-06,350.00
2147,2024-08-11,350.00
4609,2024-08-27,540.00
1590,2023-12-20,249.00
4186,2020-09-27,470.00
621,2024-04-11,2059.00
4433,2022-08-11,385.00
893,2023-10-04,790.00
3434,2021-01-17,754.00
1429,2023-11-28,245.00
2021,2023-06-05,790.00
2055,2024-09-12,52.50
3581,2023-07-29,260.00
4241,2022-10-04,545.00
3614,2024-07-06,775.00
4935,2023-03-04,1060.00
819,2021-07-07,1050.00
1069,2022-10-30,189.00
35,2021-10-06,1105.00
2243,2023-04-19,796.00
4345,2025-05-27,425.00
491,2022-11-16,1060.00
2075,2022-06-08,483.00
4893,2021-04-28,1310.00
2921,2022-11-23,144.50
1664,2023-09-06,589.00
773,2022-04-11,750.00
1177,2025-03-03,1178.00
2523,2021-10-20,1150.00
3424,2021-08-14,100.00
2878,2024-02-07,325.00
1487,2024-08-16,562.50
4795,2022-03-24,889.00
2613,2022-05-05,615.00
1489,2020-09-28,716.00
518,2025-09-09,540.00
4233,2021-06-09,200.00
1899,2021-12-12,681.00
103,2025-04-24,500.00
2598,2022-01-31,950.00
3871,2024-05-05,200.00
1591,2024-04-13,1306.00
364,2024-12-03,430.00
2256,2023-07-31,131.00
4682,2024-02-17,556.00
3872,2024-02-08,200.00
2738,2025-05-06,480.00
4946,2023-10-16,408.00
3998,2024-09-25,660.00
3898,2024-03-28,387.50
